statefp,countyfp,statename,countyname,pop2010,pop2015,rate
29,189,Missouri,St. Louis County,998954,1001876,0.00292505961235
29,195,Missouri,Saline County,23370,23347,-0.000984167736414
29,197,Missouri,Schuyler County,4431,4370,-0.0137666440984
29,199,Missouri,Scotland County,4843,4863,0.0041296716911
29,201,Missouri,Scott County,39191,38903,-0.00734862596004
29,203,Missouri,Shannon County,8441,8329,-0.0132685700746
29,205,Missouri,Shelby County,6373,6108,-0.0415816726816
29,207,Missouri,Stoddard County,29968,29867,-0.00337026161239
29,209,Missouri,Stone County,32202,31104,-0.0340972610397
29,211,Missouri,Sullivan County,6714,6411,-0.0451295799821
29,213,Missouri,Taney County,51675,54230,0.0494436381229
29,215,Missouri,Texas County,26008,25642,-0.0140725930483
29,217,Missouri,Vernon County,21159,21001,-0.00746727161019
29,219,Missouri,Warren County,32513,33253,0.0227601267185
29,221,Missouri,Washington County,25195,25077,-0.00468346894225
29,223,Missouri,Wayne County,13521,13452,-0.00510317284225
29,225,Missouri,Webster County,36202,36888,0.0189492293243
29,227,Missouri,Worth County,2171,2073,-0.0451404882543
29,229,Missouri,Wright County,18815,18291,-0.0278501195854
29,510,Missouri,St. Louis city,319294,317419,-0.00587233082989
30,001,Montana,Beaverhead County,9246,9345,0.0107073329007
30,003,Montana,Big Horn County,12865,13282,0.032413525068
30,005,Montana,Blaine County,6491,6619,0.0197196117701
30,007,Montana,Broadwater County,5612,5667,0.00980042765502
30,009,Montana,Carbon County,10078,10399,0.0318515578488
30,011,Montana,Carter County,1160,1169,0.00775862068966
30,013,Montana,Cascade County,81327,82344,0.0125050721163
30,015,Montana,Chouteau County,5813,5894,0.0139342852228
30,017,Montana,Custer County,11699,12092,0.0335926147534
30,019,Montana,Daniels County,1751,1793,0.0239862935465
30,021,Montana,Dawson County,8966,9518,0.0615659156815
30,023,Montana,Deer Lodge County,9298,9150,-0.0159174015917
30,025,Montana,Fallon County,2890,3108,0.0754325259516
30,027,Montana,Fergus County,11586,11442,-0.0124287933713
30,029,Montana,Flathead County,90928,94924,0.0439468590533
30,031,Montana,Gallatin County,89513,97308,0.087082323238
30,033,Montana,Garfield County,1206,1309,0.0854063018242
30,035,Montana,Glacier County,13399,13696,0.0221658332711
30,037,Montana,Golden Valley County,884,852,-0.0361990950226
30,039,Montana,Granite County,3079,3209,0.0422215004872
30,041,Montana,Hill County,16096,16596,0.0310636182903
30,043,Montana,Jefferson County,11406,11558,0.013326319481
30,045,Montana,Judith Basin County,2072,1991,-0.0390926640927
30,047,Montana,Lake County,28746,29099,0.012279969387
30,049,Montana,Lewis and Clark County,63395,65856,0.0388200962221
30,051,Montana,Liberty County,2339,2359,0.00855066267636
30,053,Montana,Lincoln County,19687,19125,-0.028546756743
30,055,Montana,McCone County,1734,1694,-0.0230680507497
30,057,Montana,Madison County,7691,7820,0.0167728513847
30,059,Montana,Meagher County,1891,1853,-0.0200951877314
30,061,Montana,Mineral County,4223,4257,0.00805114847265
30,063,Montana,Missoula County,109299,112684,0.0309700912177
30,065,Montana,Musselshell County,4538,4589,0.0112384310269
30,067,Montana,Park County,15636,15880,0.0156050140701
30,069,Montana,Petroleum County,494,485,-0.0182186234818
30,071,Montana,Phillips County,4253,4192,-0.0143428168352
30,073,Montana,Pondera County,6153,6219,0.0107264748903
30,075,Montana,Powder River County,1743,1783,0.0229489386116
30,077,Montana,Powell County,7027,6909,-0.0167923722784
30,079,Montana,Prairie County,1179,1148,-0.0262934690416
30,081,Montana,Ravalli County,40212,41030,0.020342186412
30,083,Montana,Richland County,9746,11576,0.187769341268
30,085,Montana,Roosevelt County,10425,11332,0.0870023980815
30,087,Montana,Rosebud County,9233,9326,0.0100725657966
30,089,Montana,Sanders County,11413,11364,-0.00429334968895
30,091,Montana,Sheridan County,3384,3696,0.0921985815603
30,093,Montana,Silver Bow County,34200,34680,0.0140350877193
30,095,Montana,Stillwater County,9117,9290,0.0189755401996
30,097,Montana,Sweet Grass County,3651,3665,0.00383456587236
30,099,Montana,Teton County,6073,6064,-0.00148196937263
30,101,Montana,Toole County,5324,5150,-0.0326821938392
30,103,Montana,Treasure County,718,692,-0.0362116991643
30,105,Montana,Valley County,7369,7640,0.0367756819107
30,107,Montana,Wheatland County,2168,2102,-0.030442804428
30,109,Montana,Wibaux County,1017,1121,0.102261553589
30,111,Montana,Yellowstone County,147972,155634,0.0517800664991
31,001,Nebraska,Adams County,31364,31457,0.00296518301237
31,003,Nebraska,Antelope County,6685,6398,-0.0429319371728
31,005,Nebraska,Arthur County,460,453,-0.0152173913043
31,007,Nebraska,Banner County,690,764,0.107246376812
31,009,Nebraska,Blaine County,478,504,0.0543933054393
31,011,Nebraska,Boone County,5505,5353,-0.0276112624886
31,013,Nebraska,Box Butte County,11308,11340,0.00282985496993
31,015,Nebraska,Boyd County,2099,2033,-0.031443544545
31,017,Nebraska,Brown County,3145,2941,-0.0648648648649
31,019,Nebraska,Buffalo County,46102,48224,0.0460283718711
31,021,Nebraska,Burt County,6858,6573,-0.0415573053368
31,023,Nebraska,Butler County,8395,8249,-0.0173913043478
31,025,Nebraska,Cass County,25241,25524,0.011211917119
31,027,Nebraska,Cedar County,8852,8610,-0.0273384545865
31,029,Nebraska,Chase County,3966,3978,0.00302571860817
31,031,Nebraska,Cherry County,5713,5762,0.00857692980921
31,033,Nebraska,Cheyenne County,9998,10148,0.0150030006001
31,035,Nebraska,Clay County,6542,6315,-0.0346988688474
31,037,Nebraska,Colfax County,10515,10504,-0.00104612458393
31,039,Nebraska,Cuming County,9139,9027,-0.0122551701499
31,041,Nebraska,Custer County,10939,10728,-0.0192887832526
31,043,Nebraska,Dakota County,21006,20850,-0.00742644958583
31,045,Nebraska,Dawes County,9182,9042,-0.0152472228273
31,047,Nebraska,Dawson County,24326,24096,-0.00945490421771
31,049,Nebraska,Deuel County,1941,1940,-0.000515198351365
31,051,Nebraska,Dixon County,6000,5782,-0.0363333333333
31,053,Nebraska,Dodge County,36691,36744,0.00144449592543
31,055,Nebraska,Douglas County,517110,543244,0.0505385701301
31,057,Nebraska,Dundy County,2008,1886,-0.0607569721116
31,059,Nebraska,Fillmore County,5890,5661,-0.0388794567063
31,061,Nebraska,Franklin County,3225,3076,-0.0462015503876
31,063,Nebraska,Frontier County,2756,2705,-0.0185050798258
31,065,Nebraska,Furnas County,4959,4888,-0.0143174027022
31,067,Nebraska,Gage County,22311,21663,-0.0290439693425
31,069,Nebraska,Garden County,2057,1911,-0.0709771511911
31,071,Nebraska,Garfield County,2049,2003,-0.0224499755979
31,073,Nebraska,Gosper County,2044,1970,-0.0362035225049
31,075,Nebraska,Grant County,614,619,0.00814332247557
31,077,Nebraska,Greeley County,2538,2482,-0.0220646178093
31,079,Nebraska,Hall County,58607,61492,0.0492262016483
31,081,Nebraska,Hamilton County,9124,9135,0.00120561157387
31,083,Nebraska,Harlan County,3423,3492,0.0201577563541
31,085,Nebraska,Hayes County,967,933,-0.0351602895553
31,087,Nebraska,Hitchcock County,2908,2901,-0.00240715268226
31,089,Nebraska,Holt County,10435,10403,-0.00306660277911
31,091,Nebraska,Hooker County,736,728,-0.0108695652174
31,093,Nebraska,Howard County,6274,6362,0.0140261396238
31,095,Nebraska,Jefferson County,7547,7335,-0.0280906320392
31,097,Nebraska,Johnson County,5217,5185,-0.00613379336784
31,099,Nebraska,Kearney County,6489,6644,0.0238865772846
31,101,Nebraska,Keith County,8368,8121,-0.029517208413
31,103,Nebraska,Keya Paha County,824,810,-0.0169902912621
31,105,Nebraska,Kimball County,3821,3713,-0.0282648521329
31,107,Nebraska,Knox County,8701,8482,-0.0251695207447
31,109,Nebraska,Lancaster County,285407,301795,0.0574197549464
31,111,Nebraska,Lincoln County,36288,35815,-0.0130346119929
31,113,Nebraska,Logan County,763,750,-0.0170380078637
31,115,Nebraska,Loup County,632,588,-0.0696202531646
31,117,Nebraska,McPherson County,539,498,-0.0760667903525
31,119,Nebraska,Madison County,34876,35174,0.00854455786214
31,121,Nebraska,Merrick County,7845,7766,-0.0100701083493
31,123,Nebraska,Morrill County,5042,4862,-0.0357001190004
31,125,Nebraska,Nance County,3735,3570,-0.0441767068273
31,127,Nebraska,Nemaha County,7248,7175,-0.0100717439294
31,129,Nebraska,Nuckolls County,4500,4369,-0.0291111111111
31,131,Nebraska,Otoe County,15740,15797,0.00362134688691
31,133,Nebraska,Pawnee County,2773,2702,-0.025604038947
31,135,Nebraska,Perkins County,2970,2891,-0.0265993265993
31,137,Nebraska,Phelps County,9188,9187,-0.000108837614279
31,139,Nebraska,Pierce County,7266,7202,-0.00880814753647
31,141,Nebraska,Platte County,32237,32666,0.0133076899215
31,143,Nebraska,Polk County,5406,5271,-0.0249722530522
31,145,Nebraska,Red Willow County,11055,10867,-0.0170058796924
31,147,Nebraska,Richardson County,8363,8128,-0.0280999641277
31,149,Nebraska,Rock County,1526,1443,-0.0543905635649
31,151,Nebraska,Saline County,14200,14252,0.00366197183099
31,153,Nebraska,Sarpy County,158840,172193,0.0840657265173
31,155,Nebraska,Saunders County,20780,20919,0.00668912415784
31,157,Nebraska,Scotts Bluff County,36970,36465,-0.0136597241006
31,159,Nebraska,Seward County,16750,17150,0.0238805970149
31,161,Nebraska,Sheridan County,5469,5259,-0.0383982446517
31,163,Nebraska,Sherman County,3152,3074,-0.0247461928934
31,165,Nebraska,Sioux County,1311,1303,-0.00610221205187
31,167,Nebraska,Stanton County,6129,6069,-0.00978952520803
31,169,Nebraska,Thayer County,5228,5230,0.000382555470543
31,171,Nebraska,Thomas County,647,687,0.0618238021638
31,173,Nebraska,Thurston County,6940,6969,0.00417867435159
31,175,Nebraska,Valley County,4260,4204,-0.0131455399061
31,177,Nebraska,Washington County,20234,20258,0.00118612236829
31,179,Nebraska,Wayne County,9595,9431,-0.0170922355393
31,181,Nebraska,Webster County,3812,3658,-0.0403987408185
31,183,Nebraska,Wheeler County,818,766,-0.0635696821516
31,185,Nebraska,York County,13665,13917,0.018441273326
32,001,Nevada,Churchill County,24877,23989,-0.0356956224625
32,003,Nevada,Clark County,1951269,2069681,0.0606846108866
32,005,Nevada,Douglas County,46997,47536,0.0114688171585
32,007,Nevada,Elko County,48818,52766,0.0808718095784
32,009,Nevada,Esmeralda County,783,822,0.0498084291188
32,011,Nevada,Eureka County,1987,2018,0.0156014091595
32,013,Nevada,Humboldt County,16528,17279,0.0454380445305
32,015,Nevada,Lander County,5775,6009,0.0405194805195
32,017,Nevada,Lincoln County,5345,5184,-0.0301216089804
32,019,Nevada,Lyon County,51980,51789,-0.00367449018853
32,021,Nevada,Mineral County,4772,4500,-0.056999161777
32,023,Nevada,Nye County,43946,42282,-0.037864652073
32,027,Nevada,Pershing County,6753,6698,-0.00814452835777
32,029,Nevada,Storey County,4010,3912,-0.0244389027431
32,031,Nevada,Washoe County,421407,440078,0.0443063356802
32,033,Nevada,White Pine County,10030,10034,0.000398803589232
32,510,Nevada,Carson City,55274,54522,-0.013604949886
33,001,New Hampshire,Belknap County,60088,60305,0.00361136999068
33,003,New Hampshire,Carroll County,47818,47399,-0.00876239073152
33,005,New Hampshire,Cheshire County,77117,76115,-0.0129932440318
33,007,New Hampshire,Coos County,33055,31653,-0.0424141582211
33,009,New Hampshire,Grafton County,89118,89658,0.00605938194304
33,011,New Hampshire,Hillsborough County,400721,405184,0.0111374247918
33,013,New Hampshire,Merrimack County,146445,147171,0.004957492574
33,015,New Hampshire,Rockingham County,295223,300621,0.018284483255
33,017,New Hampshire,Strafford County,123143,125604,0.0199848956092
33,019,New Hampshire,Sullivan County,43742,43103,-0.0146083855334
34,001,New Jersey,Atlantic County,274549,275209,0.00240394246564
34,003,New Jersey,Bergen County,905116,933572,0.0314390641642
34,005,New Jersey,Burlington County,448734,449722,0.00220174981169
34,007,New Jersey,Camden County,513657,511038,-0.00509873320134
34,009,New Jersey,Cape May County,97265,95344,-0.0197501670693
34,011,New Jersey,Cumberland County,156898,157389,0.00312942166248
34,013,New Jersey,Essex County,783969,795723,0.0149929397719
34,015,New Jersey,Gloucester County,288288,290951,0.00923729048729
34,017,New Jersey,Hudson County,634266,669115,0.0549438248306
34,019,New Jersey,Hunterdon County,128349,126067,-0.0177796476794
34,021,New Jersey,Mercer County,366513,371537,0.0137075628968
34,023,New Jersey,Middlesex County,809858,836297,0.032646463948
34,025,New Jersey,Monmouth County,630380,629279,-0.00174656556363
34,027,New Jersey,Morris County,492276,499727,0.0151358181183
34,029,New Jersey,Ocean County,576567,586301,0.0168826866609
34,031,New Jersey,Passaic County,501226,508856,0.0152226740033
34,033,New Jersey,Salem County,66083,64715,-0.0207012393505
34,035,New Jersey,Somerset County,323444,332568,0.0282089016955
34,037,New Jersey,Sussex County,149265,144909,-0.0291829966838
34,039,New Jersey,Union County,536499,552939,0.0306431139667
34,041,New Jersey,Warren County,108692,106917,-0.0163305487064
35,001,New Mexico,Bernalillo County,662564,675551,0.0196011253253
35,003,New Mexico,Catron County,3725,3556,-0.0453691275168
35,005,New Mexico,Chaves County,65645,65878,0.00354939447026
35,006,New Mexico,Cibola County,27213,27349,0.00499761143571
35,007,New Mexico,Colfax County,13750,12680,-0.0778181818182
35,009,New Mexico,Curry County,48376,50969,0.0536009591533
35,011,New Mexico,De Baca County,2022,1825,-0.0974282888229
35,013,New Mexico,Doña Ana County,209233,213676,0.0212347000712
35,015,New Mexico,Eddy County,53829,56395,0.047669471846
35,017,New Mexico,Grant County,29514,29096,-0.0141627702107
35,019,New Mexico,Guadalupe County,4687,4468,-0.0467249839983
35,021,New Mexico,Harding County,695,683,-0.0172661870504
35,023,New Mexico,Hidalgo County,4894,4560,-0.0682468328566
35,025,New Mexico,Lea County,64727,69999,0.0814497813895
35,027,New Mexico,Lincoln County,20497,19706,-0.038591013319
35,028,New Mexico,Los Alamos County,17950,17682,-0.014930362117
35,029,New Mexico,Luna County,25095,24673,-0.0168160988245
35,031,New Mexico,McKinley County,71492,74098,0.0364516309517
35,033,New Mexico,Mora County,4881,4592,-0.059209178447
35,035,New Mexico,Otero County,63797,65082,0.0201420129473
35,037,New Mexico,Quay County,9041,8501,-0.0597279062051
35,039,New Mexico,Rio Arriba County,40246,39777,-0.0116533320081
35,041,New Mexico,Roosevelt County,19846,19536,-0.0156202761262
35,043,New Mexico,Sandoval County,131561,137608,0.0459634694172
35,045,New Mexico,San Juan County,130044,123785,-0.0481298637384
35,047,New Mexico,San Miguel County,29393,28239,-0.039261048549
35,049,New Mexico,Santa Fe County,144170,148164,0.0277034057016
35,051,New Mexico,Sierra County,11988,11325,-0.0553053053053
35,053,New Mexico,Socorro County,17866,17310,-0.0311205642002
35,055,New Mexico,Taos County,32937,33084,0.00446306585299
35,057,New Mexico,Torrance County,16383,15611,-0.0471220167247
35,059,New Mexico,Union County,4549,4297,-0.0553967905034
35,061,New Mexico,Valencia County,76569,75817,-0.00982120701589
36,001,New York,Albany County,304204,308171,0.0130405911822
36,003,New York,Allegany County,48946,47736,-0.0247211212356
36,005,New York,Bronx County,1385108,1438159,0.038300984472
36,007,New York,Broome County,200600,197349,-0.0162063808574
36,009,New York,Cattaraugus County,80317,78600,-0.0213777905051
36,011,New York,Cayuga County,80026,78823,-0.0150326144003
36,013,New York,Chautauqua County,134905,132053,-0.0211408027871
36,015,New York,Chemung County,88830,87770,-0.0119329055499
36,017,New York,Chenango County,50477,49426,-0.0208213641857
36,019,New York,Clinton County,82128,81632,-0.00603935320475
36,021,New York,Columbia County,63096,62122,-0.0154367947255
36,023,New York,Cortland County,49336,49024,-0.00632398248743
36,025,New York,Delaware County,47980,46581,-0.0291579824927
36,027,New York,Dutchess County,297488,296579,-0.00305558543538
36,029,New York,Erie County,919040,922835,0.00412930884401
36,031,New York,Essex County,39370,38679,-0.0175514351029
36,033,New York,Franklin County,51599,51262,-0.00653113432431
36,035,New York,Fulton County,55531,54105,-0.0256793502728
36,037,New York,Genesee County,60079,59162,-0.0152632367383
36,039,New York,Greene County,49221,47967,-0.0254769305784
36,041,New York,Hamilton County,4836,4715,-0.0250206782465
36,043,New York,Herkimer County,64519,63744,-0.0120119654675
36,045,New York,Jefferson County,116229,119103,0.0247270474666
36,047,New York,Kings County,2504700,2621793,0.0467493112948
36,049,New York,Lewis County,27087,27220,0.00491010447816
36,051,New York,Livingston County,65393,64586,-0.0123407704189
36,053,New York,Madison County,73442,72369,-0.0146101685684
36,055,New York,Monroe County,744344,749857,0.00740652171577
36,057,New York,Montgomery County,50219,49779,-0.0087616240865
36,059,New York,Nassau County,1339532,1358627,0.0142549786045
36,061,New York,New York County,1585873,1636268,0.0317774500228
36,063,New York,Niagara County,216469,213525,-0.0136000997833
36,065,New York,Oneida County,234878,232871,-0.00854486158772
36,067,New York,Onondaga County,467026,468196,0.00250521384248
36,069,New York,Ontario County,107931,109707,0.0164549573339
36,071,New York,Orange County,372813,376099,0.0088140703248
36,073,New York,Orleans County,42883,41984,-0.0209640183756
36,075,New York,Oswego County,122109,120913,-0.00979452783988
36,077,New York,Otsego County,62259,61128,-0.0181660482822
36,079,New York,Putnam County,99710,99487,-0.00223648580885
36,081,New York,Queens County,2230722,2321580,0.0407303106349
36,083,New York,Rensselaer County,159429,159774,0.00216397267749
36,085,New York,Richmond County,468730,473279,0.00970494741109
36,087,New York,Rockland County,311687,323866,0.039074456105
36,089,New York,St. Lawrence County,111944,111400,-0.00485957264346
36,091,New York,Saratoga County,219607,224921,0.0241977714736
36,093,New York,Schenectady County,154727,155735,0.00651470008467
36,095,New York,Schoharie County,32749,31566,-0.0361232404043
36,097,New York,Schuyler County,18343,18479,0.00741427247451
36,099,New York,Seneca County,35251,34884,-0.0104110521687
36,101,New York,Steuben County,98990,98394,-0.00602081018285
36,103,New York,Suffolk County,1493350,1502968,0.00644055311883
36,105,New York,Sullivan County,77547,75943,-0.0206842302088
36,107,New York,Tioga County,51125,49870,-0.0245476772616
36,109,New York,Tompkins County,101564,104691,0.0307884683549
36,111,New York,Ulster County,182493,180445,-0.0112223482545
36,113,New York,Warren County,65707,64973,-0.0111708037195
36,115,New York,Washington County,63216,62372,-0.013351050367
36,117,New York,Wayne County,93772,92051,-0.0183530264898
36,119,New York,Westchester County,949113,972634,0.0247820860108
36,121,New York,Wyoming County,42155,41188,-0.0229391531254
36,123,New York,Yates County,25348,25208,-0.00552311819473
37,001,North Carolina,Alamance County,151131,155792,0.0308407937485
37,003,North Carolina,Alexander County,37198,37392,0.00521533415775
37,005,North Carolina,Alleghany County,11155,10879,-0.0247422680412
37,007,North Carolina,Anson County,26948,25765,-0.0438993617337
37,009,North Carolina,Ashe County,27281,27126,-0.00568160991166
37,011,North Carolina,Avery County,17797,17773,-0.00134854188908
37,013,North Carolina,Beaufort County,47759,47585,-0.00364329236374
37,015,North Carolina,Bertie County,21282,20106,-0.055257964477
37,017,North Carolina,Bladen County,35190,34657,-0.0151463483944
37,019,North Carolina,Brunswick County,107431,118836,0.10616116391
37,021,North Carolina,Buncombe County,238318,250539,0.0512802222241
37,023,North Carolina,Burke County,90912,89486,-0.0156854980641
37,025,North Carolina,Cabarrus County,178011,192103,0.0791636471903
37,027,North Carolina,Caldwell County,83029,81484,-0.0186079562562
37,029,North Carolina,Camden County,9980,10331,0.0351703406814
37,031,North Carolina,Carteret County,66469,68811,0.0352344702042
37,033,North Carolina,Caswell County,23719,23082,-0.0268561069185
37,035,North Carolina,Catawba County,154358,154534,0.00114020653287
37,037,North Carolina,Chatham County,63505,68698,0.0817730887332
37,039,North Carolina,Cherokee County,27444,27141,-0.0110406646261
37,041,North Carolina,Chowan County,14793,14572,-0.0149394984114
37,043,North Carolina,Clay County,10587,10581,-0.000566732785492
37,045,North Carolina,Cleveland County,98078,97076,-0.0102163584086
37,047,North Carolina,Columbus County,58098,56953,-0.019708079452
37,049,North Carolina,Craven County,103505,104510,0.00970967586107
37,051,North Carolina,Cumberland County,319431,326328,0.0215915174169
37,053,North Carolina,Currituck County,23547,24976,0.0606871363656
37,055,North Carolina,Dare County,33920,35104,0.0349056603774
37,057,North Carolina,Davidson County,162878,164072,0.007330640111
37,059,North Carolina,Davie County,41240,41434,0.00470417070805
37,061,North Carolina,Duplin County,58505,59882,0.0235364498761
37,063,North Carolina,Durham County,267587,294460,0.100427150796
37,065,North Carolina,Edgecombe County,56552,54933,-0.0286285188853
37,067,North Carolina,Forsyth County,350670,365298,0.0417144323723
37,069,North Carolina,Franklin County,60619,62860,0.0369686072024
37,071,North Carolina,Gaston County,206086,211127,0.0244606620537
37,073,North Carolina,Gates County,12197,11567,-0.051652045585
37,075,North Carolina,Graham County,8861,8644,-0.0244893352895
37,077,North Carolina,Granville County,59916,58500,-0.0236330863208
37,079,North Carolina,Greene County,21362,21093,-0.0125924538901
37,081,North Carolina,Guilford County,488406,512119,0.0485518195927
37,083,North Carolina,Halifax County,54691,52970,-0.0314677003529
37,085,North Carolina,Harnett County,114678,126666,0.104536179564
37,087,North Carolina,Haywood County,59036,59471,0.00736838539196
37,089,North Carolina,Henderson County,106740,111149,0.0413059771407
37,091,North Carolina,Hertford County,24669,24308,-0.0146337508614
37,093,North Carolina,Hoke County,46952,51611,0.0992289998296
37,095,North Carolina,Hyde County,5810,5676,-0.0230636833046
37,097,North Carolina,Iredell County,159437,166675,0.0453972415437
37,099,North Carolina,Jackson County,40271,40981,0.0176305530034
37,101,North Carolina,Johnston County,168878,181423,0.0742843946518
37,103,North Carolina,Jones County,10153,10076,-0.00758396533044
37,105,North Carolina,Lee County,57866,59662,0.0310372239312
37,107,North Carolina,Lenoir County,59495,58485,-0.0169762164888
37,109,North Carolina,Lincoln County,78265,79829,0.0199833897655
37,111,North Carolina,McDowell County,44996,44965,-0.0006889501289
37,113,North Carolina,Macon County,33922,33875,-0.00138553151347
37,115,North Carolina,Madison County,20764,21157,0.0189269890195
37,117,North Carolina,Martin County,24505,23454,-0.0428892062844
37,119,North Carolina,Mecklenburg County,919628,1012539,0.101031069084
37,121,North Carolina,Mitchell County,15579,15311,-0.0172026445857
37,123,North Carolina,Montgomery County,27798,27395,-0.0144974458594
37,125,North Carolina,Moore County,88247,93077,0.05473273879
37,127,North Carolina,Nash County,95840,94357,-0.015473706177
37,129,North Carolina,New Hanover County,202667,216298,0.0672581130623
37,131,North Carolina,Northampton County,22099,20463,-0.0740304991176
37,133,North Carolina,Onslow County,177772,187589,0.0552224197286
37,135,North Carolina,Orange County,133801,140420,0.0494689875263
37,137,North Carolina,Pamlico County,13144,12948,-0.0149117468046
37,139,North Carolina,Pasquotank County,40661,39787,-0.0214947984555
37,141,North Carolina,Pender County,52217,56250,0.0772353831128
37,143,North Carolina,Perquimans County,13453,13466,0.000966327213261
37,145,North Carolina,Person County,39464,39132,-0.0084127305899
37,147,North Carolina,Pitt County,168148,175354,0.0428551038371
37,149,North Carolina,Polk County,20510,20357,-0.00745977571916
37,151,North Carolina,Randolph County,141752,142778,0.00723799311474
37,153,North Carolina,Richmond County,46639,45733,-0.01942580244
37,155,North Carolina,Robeson County,134168,134760,0.00441237851052
37,157,North Carolina,Rockingham County,93643,91696,-0.0207917302948
37,159,North Carolina,Rowan County,138428,138630,0.00145924234981
37,161,North Carolina,Rutherford County,67810,66600,-0.0178439758148
37,163,North Carolina,Sampson County,63431,64050,0.00975863536756
37,165,North Carolina,Scotland County,36157,35576,-0.0160688110186
37,167,North Carolina,Stanly County,60585,60600,0.000247586036148
37,169,North Carolina,Stokes County,47401,46419,-0.0207168625134
37,171,North Carolina,Surry County,73673,72968,-0.00956931304548
37,173,North Carolina,Swain County,13981,14274,0.0209570130892
37,175,North Carolina,Transylvania County,33090,33045,-0.00135992747053
37,177,North Carolina,Tyrrell County,4407,4115,-0.0662582255503
37,179,North Carolina,Union County,201292,218568,0.0858255668382
37,181,North Carolina,Vance County,45422,44614,-0.0177887367355
37,183,North Carolina,Wake County,900993,998691,0.108433694823
37,185,North Carolina,Warren County,20972,20231,-0.0353328247187
37,187,North Carolina,Washington County,13228,12570,-0.0497429694587
37,189,North Carolina,Watauga County,51079,52560,0.0289943029425
37,191,North Carolina,Wayne County,122623,124456,0.0149482560368
37,193,North Carolina,Wilkes County,69340,68838,-0.00723968849149
37,195,North Carolina,Wilson County,81234,81401,0.00205578944777
37,197,North Carolina,Yadkin County,38406,37792,-0.0159870853512
37,199,North Carolina,Yancey County,17818,17614,-0.0114490964194
38,001,North Dakota,Adams County,2343,2384,0.0174989329919
38,003,North Dakota,Barnes County,11066,11144,0.00704861738659
38,005,North Dakota,Benson County,6660,6833,0.025975975976
38,007,North Dakota,Billings County,783,901,0.150702426564
38,009,North Dakota,Bottineau County,6429,6650,0.0343754860787
38,011,North Dakota,Bowman County,3151,3247,0.0304665185655
38,013,North Dakota,Burke County,1968,2245,0.14075203252
38,015,North Dakota,Burleigh County,81308,90503,0.113088502976
38,017,North Dakota,Cass County,149778,167005,0.115016891666
38,019,North Dakota,Cavalier County,3993,3855,-0.0345604808415
38,021,North Dakota,Dickey County,5289,5150,-0.026280960484
38,023,North Dakota,Divide County,2071,2432,0.174311926606
38,025,North Dakota,Dunn County,3536,4399,0.244061085973
38,027,North Dakota,Eddy County,2385,2377,-0.00335429769392
38,029,North Dakota,Emmons County,3550,3422,-0.0360563380282
38,031,North Dakota,Foster County,3343,3362,0.00568351779838
38,033,North Dakota,Golden Valley County,1680,1825,0.0863095238095
38,035,North Dakota,Grand Forks County,66861,70138,0.0490121296421
38,037,North Dakota,Grant County,2394,2361,-0.0137844611529
38,039,North Dakota,Griggs County,2420,2319,-0.0417355371901
38,041,North Dakota,Hettinger County,2477,2660,0.0738796931772
38,043,North Dakota,Kidder County,2435,2424,-0.00451745379877
38,045,North Dakota,LaMoure County,4139,4149,0.00241604252235
38,047,North Dakota,Logan County,1990,1944,-0.0231155778894
38,049,North Dakota,McHenry County,5395,5988,0.109916589435
38,051,North Dakota,McIntosh County,2809,2801,-0.00284798860805
38,053,North Dakota,McKenzie County,6360,10996,0.72893081761
38,055,North Dakota,McLean County,8962,9578,0.0687346574425
38,057,North Dakota,Mercer County,8424,8746,0.0382241215575
38,059,North Dakota,Morton County,27471,29822,0.0855811583124
38,061,North Dakota,Mountrail County,7673,9782,0.274859898345
38,063,North Dakota,Nelson County,3126,3045,-0.0259117082534
38,065,North Dakota,Oliver County,1846,1850,0.00216684723727
38,067,North Dakota,Pembina County,7413,7128,-0.0384459732902
38,069,North Dakota,Pierce County,4357,4404,0.0107872389259
38,071,North Dakota,Ramsey County,11451,11564,0.00986813378744
38,073,North Dakota,Ransom County,5457,5446,-0.00201575957486
38,075,North Dakota,Renville County,2470,2587,0.0473684210526
38,077,North Dakota,Richland County,16321,16432,0.00680105385699
38,079,North Dakota,Rolette County,13937,14616,0.0487192365645
38,081,North Dakota,Sargent County,3829,3931,0.0266388090885
38,083,North Dakota,Sheridan County,1321,1326,0.00378501135503
38,085,North Dakota,Sioux County,4153,4422,0.064772453648
38,087,North Dakota,Slope County,727,765,0.0522696011004
38,089,North Dakota,Stark County,24199,30372,0.255093185669
38,091,North Dakota,Steele County,1975,1955,-0.0101265822785
38,093,North Dakota,Stutsman County,21100,21129,0.00137440758294
38,095,North Dakota,Towner County,2246,2310,0.0284951024043
38,097,North Dakota,Traill County,8121,8082,-0.00480236424086
38,099,North Dakota,Walsh County,11119,10970,-0.0134004856552
38,101,North Dakota,Ward County,61675,69384,0.124993919741
38,103,North Dakota,Wells County,4207,4192,-0.0035654860946
38,105,North Dakota,Williams County,22398,32130,0.434503080632
39,001,Ohio,Adams County,28550,28129,-0.0147460595447
39,003,Ohio,Allen County,106331,105040,-0.0121413322549
39,005,Ohio,Ashland County,53139,53035,-0.00195713129716
39,007,Ohio,Ashtabula County,101497,99175,-0.0228775234736
39,009,Ohio,Athens County,64757,64713,-0.000679463224053
